image,conf,x1,y1,x2,y2
image_0220.jpg,0.928,151,398,189,440
image_0220.jpg,0.918,271,234,324,265
image_0220.jpg,0.909,525,236,563,290
image_0220.jpg,0.908,385,394,415,433
image_0220.jpg,0.905,66,68,139,135
image_0220.jpg,0.902,116,224,157,263
image_0220.jpg,0.896,53,288,98,322
image_0220.jpg,0.892,355,37,394,75
image_0220.jpg,0.889,187,223,270,265
image_0220.jpg,0.883,195,178,247,230
image_0220.jpg,0.866,265,11,351,92
image_0220.jpg,0.864,263,53,346,129
image_0222.jpg,0.95,217,187,316,282
image_0222.jpg,0.944,465,318,518,373
image_0222.jpg,0.93,193,70,254,131
image_0222.jpg,0.926,129,81,163,124
image_0222.jpg,0.918,311,79,364,135
image_0222.jpg,0.914,398,337,453,377
image_0222.jpg,0.869,99,275,146,316
image_0222.jpg,0.857,369,217,425,253
image_0223.jpg,0.942,187,338,220,381
image_0223.jpg,0.934,520,131,578,190
image_0223.jpg,0.929,180,148,248,219
image_0223.jpg,0.916,100,255,152,291
image_0223.jpg,0.906,133,301,186,342
image_0223.jpg,0.906,193,237,230,290
image_0223.jpg,0.898,317,234,381,285
image_0223.jpg,0.887,368,58,410,88
image_0223.jpg,0.877,110,366,192,420
image_0223.jpg,0.845,85,108,155,152
image_0223.jpg,0.821,328,171,393,228
image_0226.jpg,0.942,331,280,383,330
image_0226.jpg,0.934,132,377,183,425
image_0226.jpg,0.931,408,302,440,348
image_0226.jpg,0.928,484,197,540,256
image_0226.jpg,0.918,209,221,257,265
image_0226.jpg,0.898,486,162,530,198
image_0226.jpg,0.85,447,413,486,432
image_0226.jpg,0.84,474,354,516,376
image_0226.jpg,0.824,499,24,584,74
image_0227.jpg,0.961,103,126,176,206
image_0227.jpg,0.954,524,191,575,242
image_0227.jpg,0.94,265,235,347,315
image_0227.jpg,0.924,361,265,426,328
image_0227.jpg,0.916,563,126,601,161
image_0227.jpg,0.911,178,258,251,332
image_0227.jpg,0.865,131,294,220,330
image_0230.jpg,0.952,475,349,541,410
image_0230.jpg,0.949,377,321,467,408
image_0230.jpg,0.923,205,219,255,265
image_0230.jpg,0.923,453,309,508,359
image_0230.jpg,0.915,539,122,596,176
image_0230.jpg,0.912,247,424,294,462
image_0230.jpg,0.816,402,28,459,78
image_0230.jpg,0.783,162,201,227,239
image_0231.jpg,0.943,56,316,111,368
image_0231.jpg,0.939,413,273,504,358
image_0231.jpg,0.937,505,21,582,95
image_0231.jpg,0.935,154,45,214,106
image_0231.jpg,0.922,370,384,409,442
image_0231.jpg,0.915,143,215,179,268
image_0231.jpg,0.889,507,321,552,362
image_0231.jpg,0.888,561,120,617,167
image_0231.jpg,0.883,190,107,245,152
image_0231.jpg,0.881,136,370,187,411
image_0231.jpg,0.88,390,366,452,401
image_0231.jpg,0.858,246,359,307,390
image_0231.jpg,0.855,180,137,220,180
image_0231.jpg,0.849,536,280,617,310
image_0231.jpg,0.822,502,282,557,319
image_0232.jpg,0.955,119,46,178,107
image_0232.jpg,0.939,189,245,263,320
image_0232.jpg,0.937,401,221,482,301
image_0232.jpg,0.932,408,141,480,210
image_0232.jpg,0.921,243,103,312,160
image_0232.jpg,0.91,238,368,273,427
image_0232.jpg,0.903,120,347,160,385
image_0232.jpg,0.9,376,214,426,253
image_0232.jpg,0.879,293,265,352,320
image_0232.jpg,0.843,201,56,262,91
image_0235.jpg,0.952,501,10,599,102
image_0235.jpg,0.941,264,21,354,106
image_0235.jpg,0.94,328,106,403,184
image_0235.jpg,0.932,465,419,504,468
image_0235.jpg,0.925,402,318,457,369
image_0235.jpg,0.914,449,226,505,272
image_0235.jpg,0.898,178,101,208,156
image_0235.jpg,0.879,441,88,527,108
image_0235.jpg,0.86,20,384,101,439
image_0235.jpg,0.727,89,339,179,395
image_0235.jpg,0.592,127,359,176,383
image_0237.jpg,0.934,184,186,216,238
image_0237.jpg,0.927,173,320,221,367
image_0237.jpg,0.921,252,141,338,223
image_0237.jpg,0.907,448,152,503,197
image_0237.jpg,0.906,106,138,156,183
image_0237.jpg,0.845,420,378,472,398
image_0237.jpg,0.833,436,119,513,137
image_0237.jpg,0.777,390,109,472,130
image_0238.jpg,0.951,537,302,611,381
image_0238.jpg,0.935,374,311,465,396
image_0238.jpg,0.922,505,153,562,187
image_0238.jpg,0.916,352,134,405,176
image_0238.jpg,0.915,83,337,144,395
image_0238.jpg,0.911,251,102,317,169
image_0238.jpg,0.901,338,386,382,426
image_0250.jpg,0.888,442,338,485,392
image_0250.jpg,0.873,175,259,225,306
image_0250.jpg,0.871,427,179,507,218
image_0250.jpg,0.783,407,377,471,401
image_0254.jpg,0.949,444,398,475,440
image_0254.jpg,0.949,186,112,240,170
image_0254.jpg,0.948,437,355,515,422
image_0254.jpg,0.947,375,382,404,438
image_0254.jpg,0.943,378,207,462,290
image_0254.jpg,0.932,378,151,443,216
image_0254.jpg,0.927,168,350,202,382
image_0254.jpg,0.898,483,108,539,138
image_0254.jpg,0.896,56,57,129,96
image_0254.jpg,0.867,207,288,293,334
image_0254.jpg,0.846,291,104,344,133
image_0255.jpg,0.947,353,192,410,250
image_0255.jpg,0.941,551,330,584,383
image_0255.jpg,0.934,225,329,284,384
image_0255.jpg,0.929,385,50,467,129
image_0255.jpg,0.887,136,320,218,344
image_0255.jpg,0.832,188,361,246,392
image_0255.jpg,0.825,445,269,514,310
image_0257.jpg,0.951,415,92,490,173
image_0257.jpg,0.951,245,325,295,383
image_0257.jpg,0.939,257,378,358,474
image_0257.jpg,0.901,366,321,411,366
image_0257.jpg,0.868,242,153,286,195
image_0257.jpg,0.817,255,153,304,204
image_0258.jpg,0.954,267,174,322,207
image_0258.jpg,0.944,200,322,234,372
image_0258.jpg,0.936,538,178,613,251
image_0258.jpg,0.932,565,315,604,367
image_0258.jpg,0.93,374,42,471,133
image_0258.jpg,0.922,276,263,313,317
image_0258.jpg,0.92,53,93,110,147
image_0258.jpg,0.913,490,332,528,368
image_0258.jpg,0.864,69,377,133,436
image_0258.jpg,0.85,507,373,567,426
image_0258.jpg,0.847,383,178,469,236
image_0258.jpg,0.843,112,239,177,282
image_0258.jpg,0.837,446,154,503,190
image_0258.jpg,0.781,476,370,528,420
image_0258.jpg,0.644,31,389,107,432
image_0258.jpg,0.526,484,342,526,397
image_0262.jpg,0.947,42,126,133,217
image_0262.jpg,0.929,564,406,602,454
image_0262.jpg,0.929,334,259,388,309
image_0262.jpg,0.927,201,171,256,229
image_0262.jpg,0.922,522,326,557,378
image_0262.jpg,0.914,357,350,437,389
image_0262.jpg,0.903,484,42,563,101
image_0262.jpg,0.902,332,406,412,452
image_0262.jpg,0.88,511,214,593,252
image_0262.jpg,0.876,410,261,451,301
image_0262.jpg,0.866,413,235,478,280
image_0262.jpg,0.855,171,299,218,342
image_0262.jpg,0.854,533,320,606,384
image_0262.jpg,0.853,245,354,338,387
image_0265.jpg,0.962,409,17,477,87
image_0265.jpg,0.933,312,349,376,411
image_0265.jpg,0.918,371,387,404,434
image_0265.jpg,0.891,393,425,442,469
image_0265.jpg,0.887,328,270,397,316
image_0265.jpg,0.883,522,314,601,391
image_0265.jpg,0.882,158,352,230,423
image_0265.jpg,0.878,344,150,417,193
image_0265.jpg,0.876,386,134,464,164
image_0265.jpg,0.873,146,61,210,114
image_0265.jpg,0.868,180,396,226,427
image_0265.jpg,0.844,289,71,362,89
image_0265.jpg,0.821,210,84,289,124
image_0267.jpg,0.954,250,322,318,392
image_0267.jpg,0.937,326,132,416,217
image_0267.jpg,0.936,53,178,88,213
image_0267.jpg,0.918,453,119,506,164
image_0269.jpg,0.949,175,228,226,281
image_0269.jpg,0.947,344,59,406,122
image_0269.jpg,0.907,492,135,532,174
image_0269.jpg,0.863,122,333,175,360
image_0274.jpg,0.951,562,271,617,327
image_0274.jpg,0.943,108,336,143,373
image_0274.jpg,0.934,82,377,159,452
image_0274.jpg,0.901,355,97,416,156
image_0274.jpg,0.9,196,400,239,440
image_0274.jpg,0.891,325,381,416,437
image_0274.jpg,0.889,402,296,476,335
image_0274.jpg,0.883,253,381,335,422
image_0274.jpg,0.864,33,331,104,370
image_0274.jpg,0.839,244,308,302,359
image_0275.jpg,0.952,223,395,274,450
image_0275.jpg,0.95,204,48,260,101
image_0275.jpg,0.949,341,70,435,161
image_0275.jpg,0.946,424,174,512,260
image_0275.jpg,0.94,74,163,133,223
image_0275.jpg,0.935,18,380,94,455
image_0275.jpg,0.921,502,63,596,140
image_0275.jpg,0.919,103,358,170,421
image_0275.jpg,0.919,561,152,610,189
image_0275.jpg,0.903,108,174,174,239
image_0275.jpg,0.88,256,317,329,357
image_0275.jpg,0.879,413,101,445,155
image_0275.jpg,0.859,236,120,289,159
image_0279.jpg,0.94,500,407,552,436
image_0279.jpg,0.935,214,239,251,294
image_0279.jpg,0.931,111,299,162,353
image_0279.jpg,0.912,305,425,359,452
image_0279.jpg,0.911,65,350,151,391
image_0279.jpg,0.901,183,407,224,439
image_0279.jpg,0.895,403,291,471,342
image_0279.jpg,0.749,290,421,319,448
image_0280.jpg,0.926,205,18,287,87
image_0280.jpg,0.919,204,293,261,344
image_0280.jpg,0.917,371,369,459,448
image_0280.jpg,0.917,78,389,113,437
image_0280.jpg,0.838,131,401,190,455
image_0284.jpg,0.94,219,294,311,381
image_0284.jpg,0.927,525,60,557,111
image_0284.jpg,0.925,99,338,178,413
image_0284.jpg,0.908,45,270,102,326
image_0284.jpg,0.899,322,56,425,152
image_0284.jpg,0.842,90,377,143,410
image_0284.jpg,0.788,342,60,384,98
image_0285.jpg,0.949,131,122,180,174
image_0285.jpg,0.941,448,308,539,394
image_0285.jpg,0.936,301,83,398,173
image_0285.jpg,0.929,586,285,639,331
image_0285.jpg,0.926,276,32,328,78
image_0285.jpg,0.925,510,113,547,151
image_0285.jpg,0.92,205,161,243,199
image_0285.jpg,0.918,439,169,491,224
image_0285.jpg,0.916,372,242,428,297
image_0285.jpg,0.911,526,174,608,241
image_0285.jpg,0.903,417,269,470,314
image_0285.jpg,0.892,266,66,306,104
image_0285.jpg,0.885,352,43,420,94
image_0285.jpg,0.885,416,368,468,409
image_0285.jpg,0.884,536,389,574,422
image_0285.jpg,0.869,332,336,397,391
image_0291.jpg,0.939,389,224,418,268
image_0291.jpg,0.907,243,350,294,394
image_0291.jpg,0.898,266,318,328,378
image_0291.jpg,0.892,164,301,254,346
image_0291.jpg,0.884,169,110,234,165
image_0293.jpg,0.955,538,380,633,474
image_0293.jpg,0.951,433,316,506,394
image_0293.jpg,0.938,580,189,630,239
image_0293.jpg,0.936,84,83,160,164
image_0293.jpg,0.934,222,303,318,399
image_0293.jpg,0.929,509,299,559,344
image_0293.jpg,0.928,352,179,420,250
image_0293.jpg,0.922,590,346,640,383
image_0293.jpg,0.888,275,75,352,120
image_0293.jpg,0.877,517,54,604,124
image_0293.jpg,0.875,395,365,446,397
image_0294.jpg,0.946,295,48,373,124
image_0294.jpg,0.93,160,20,228,81
image_0294.jpg,0.914,260,22,333,86
image_0294.jpg,0.91,141,336,230,377
image_0294.jpg,0.859,55,38,118,80
image_0294.jpg,0.855,354,137,424,181
image_0301.jpg,0.942,562,352,617,408
image_0301.jpg,0.927,394,288,483,373
image_0301.jpg,0.923,351,206,393,246
image_0301.jpg,0.922,450,34,501,82
image_0301.jpg,0.904,321,92,373,147
image_0301.jpg,0.902,491,215,530,251
image_0301.jpg,0.885,398,263,447,309
image_0301.jpg,0.76,283,105,340,140
image_0308.jpg,0.951,5,251,100,343
image_0308.jpg,0.944,86,333,142,393
image_0308.jpg,0.936,55,129,106,184
image_0308.jpg,0.936,436,179,528,264
image_0308.jpg,0.905,155,279,206,327
image_0308.jpg,0.89,519,155,591,200
image_0308.jpg,0.885,337,178,386,224
image_0308.jpg,0.883,239,261,335,282
image_0308.jpg,0.88,327,54,375,91
image_0308.jpg,0.87,533,117,596,178
image_0308.jpg,0.858,279,325,349,383
image_0308.jpg,0.855,401,374,479,407
image_0308.jpg,0.845,367,234,409,274
image_0308.jpg,0.801,296,225,371,266
image_0308.jpg,0.589,333,227,377,265
image_0312.jpg,0.955,512,105,569,158
image_0312.jpg,0.946,236,422,270,462
image_0312.jpg,0.945,511,290,586,372
image_0312.jpg,0.931,505,154,579,225
image_0312.jpg,0.931,409,192,463,235
image_0312.jpg,0.93,183,250,278,340
image_0312.jpg,0.924,87,200,182,286
image_0312.jpg,0.917,305,82,396,166
image_0312.jpg,0.915,470,140,525,188
image_0312.jpg,0.915,269,142,323,194
image_0312.jpg,0.906,388,401,435,445
image_0312.jpg,0.901,120,169,160,205
image_0312.jpg,0.891,258,389,297,443
image_0312.jpg,0.863,306,159,363,214
image_0313.jpg,0.934,357,315,427,381
image_0313.jpg,0.933,526,294,561,334
image_0313.jpg,0.926,75,181,147,249
image_0313.jpg,0.915,365,281,418,337
image_0313.jpg,0.914,446,63,484,104
image_0313.jpg,0.868,80,243,161,295
image_0320.jpg,0.942,224,372,277,420
image_0320.jpg,0.941,413,254,494,334
image_0320.jpg,0.932,317,249,352,290
image_0320.jpg,0.926,351,283,406,333
image_0320.jpg,0.921,125,117,181,168
image_0320.jpg,0.884,163,285,234,341
image_0320.jpg,0.854,561,336,599,386
image_0320.jpg,0.844,379,179,439,210
image_0320.jpg,0.829,255,85,330,152
image_0320.jpg,0.829,474,273,520,320
image_0320.jpg,0.829,521,335,599,407
image_0325.jpg,0.958,215,89,308,179
image_0325.jpg,0.95,334,389,365,429
image_0325.jpg,0.939,507,204,600,283
image_0325.jpg,0.925,314,253,385,322
image_0325.jpg,0.922,558,429,604,472
image_0325.jpg,0.921,411,344,467,387
image_0325.jpg,0.904,390,323,446,372
image_0325.jpg,0.891,183,89,238,124
image_0325.jpg,0.89,403,177,504,204
image_0325.jpg,0.867,170,315,231,337
image_0325.jpg,0.867,210,409,280,441
image_0325.jpg,0.789,83,321,136,342
image_0327.jpg,0.937,336,126,407,201
image_0327.jpg,0.923,400,383,437,437
image_0327.jpg,0.918,71,191,142,259
image_0327.jpg,0.907,97,391,149,420
image_0327.jpg,0.906,61,226,156,310
image_0327.jpg,0.899,381,195,429,230
image_0327.jpg,0.856,253,81,331,156
image_0327.jpg,0.843,487,270,526,295
image_0327.jpg,0.826,242,143,325,176
image_0327.jpg,0.803,123,376,184,403
image_0327.jpg,0.502,236,111,331,173
image_0344.jpg,0.955,91,29,142,86
image_0344.jpg,0.944,80,274,136,326
image_0344.jpg,0.933,61,78,92,121
image_0344.jpg,0.931,392,398,426,427
image_0344.jpg,0.93,151,342,250,439
image_0344.jpg,0.926,366,48,447,125
image_0344.jpg,0.924,391,211,434,258
image_0344.jpg,0.923,117,74,197,147
image_0344.jpg,0.917,384,295,451,351
image_0344.jpg,0.917,329,294,369,333
image_0344.jpg,0.914,358,400,410,454
image_0344.jpg,0.908,550,166,603,192
image_0344.jpg,0.907,208,195,292,271
image_0344.jpg,0.858,510,229,570,268
image_0344.jpg,0.851,240,147,301,182
image_0344.jpg,0.722,253,228,294,270
image_0345.jpg,0.958,344,217,436,303
image_0345.jpg,0.945,111,340,141,379
image_0345.jpg,0.908,520,123,611,209
image_0345.jpg,0.906,516,268,566,301
image_0345.jpg,0.904,257,266,349,289
image_0345.jpg,0.87,62,245,128,288
image_0345.jpg,0.836,55,216,110,263
image_0345.jpg,0.773,541,104,588,150
image_0346.jpg,0.917,47,355,86,392
image_0346.jpg,0.906,531,27,604,99
image_0346.jpg,0.902,401,170,443,211
image_0346.jpg,0.871,170,35,236,80
image_0348.jpg,0.941,561,249,615,299
image_0348.jpg,0.935,389,60,486,149
image_0348.jpg,0.935,524,165,576,213
image_0348.jpg,0.935,351,264,433,343
image_0348.jpg,0.932,556,405,602,449
image_0348.jpg,0.925,170,80,224,128
image_0348.jpg,0.91,83,289,125,327
image_0348.jpg,0.904,260,287,327,352
image_0348.jpg,0.903,419,132,484,194
image_0348.jpg,0.833,309,201,366,243
image_0348.jpg,0.763,234,314,295,370
image_0350.jpg,0.96,238,367,286,421
image_0350.jpg,0.949,396,160,451,188
image_0350.jpg,0.906,249,203,311,261
image_0350.jpg,0.904,535,294,572,331
image_0350.jpg,0.9,428,213,512,289
image_0350.jpg,0.872,161,263,246,311
image_0361.jpg,0.94,145,22,210,84
image_0361.jpg,0.937,475,180,567,266
image_0361.jpg,0.925,79,292,119,337
image_0361.jpg,0.916,369,219,459,302
image_0361.jpg,0.916,235,370,280,418
image_0361.jpg,0.914,113,49,190,122
image_0361.jpg,0.912,136,240,202,310
image_0361.jpg,0.897,130,211,170,261
image_0361.jpg,0.886,239,126,299,168
image_0361.jpg,0.882,362,196,436,264
image_0361.jpg,0.878,63,258,119,314
image_0361.jpg,0.865,234,38,310,82
image_0361.jpg,0.842,461,126,518,176
image_0361.jpg,0.777,152,276,206,326
image_0366.jpg,0.958,551,301,627,381
image_0366.jpg,0.942,180,218,265,299
image_0366.jpg,0.919,26,324,106,402
image_0366.jpg,0.917,64,305,102,352
image_0366.jpg,0.917,382,310,461,386
image_0366.jpg,0.914,400,273,440,318
image_0366.jpg,0.911,183,171,256,221
image_0366.jpg,0.905,319,249,366,293
image_0366.jpg,0.903,173,45,249,65
image_0366.jpg,0.903,471,208,521,257
image_0366.jpg,0.899,229,77,274,118
image_0366.jpg,0.896,87,202,130,232
image_0366.jpg,0.861,406,259,461,306
image_0366.jpg,0.829,39,288,90,332
image_0368.jpg,0.945,309,271,353,328
image_0368.jpg,0.94,420,409,468,458
image_0368.jpg,0.939,265,110,297,166
image_0368.jpg,0.932,173,254,263,341
image_0368.jpg,0.921,551,148,590,185
image_0368.jpg,0.917,191,425,242,475
image_0368.jpg,0.915,365,117,449,197
image_0368.jpg,0.911,502,127,548,168
image_0368.jpg,0.909,409,62,446,92
image_0368.jpg,0.904,113,329,194,400
image_0368.jpg,0.896,414,176,450,226
image_0368.jpg,0.853,69,329,133,366
image_0368.jpg,0.849,178,376,246,411
image_0368.jpg,0.846,45,203,112,250
image_0368.jpg,0.662,146,311,197,346
image_0368.jpg,0.56,135,324,188,357
image_0371.jpg,0.949,176,350,231,402
image_0371.jpg,0.942,502,260,565,324
image_0371.jpg,0.934,318,263,359,300
image_0371.jpg,0.93,363,295,434,364
image_0371.jpg,0.922,400,313,477,387
image_0371.jpg,0.921,123,112,171,155
image_0371.jpg,0.905,254,301,301,334
image_0371.jpg,0.891,30,249,122,283
image_0371.jpg,0.887,356,365,441,406
image_0371.jpg,0.883,234,260,305,287
image_0371.jpg,0.878,515,44,597,63
image_0371.jpg,0.873,37,393,95,432
image_0371.jpg,0.856,304,55,365,94
image_0372.jpg,0.938,134,75,172,127
image_0372.jpg,0.937,130,218,195,282
image_0372.jpg,0.933,370,77,462,164
image_0372.jpg,0.932,465,21,527,83
image_0372.jpg,0.919,361,336,422,395
image_0372.jpg,0.896,114,354,168,400
image_0372.jpg,0.893,431,349,473,387
image_0372.jpg,0.891,519,331,553,361
image_0372.jpg,0.89,368,260,464,298
image_0372.jpg,0.886,545,280,579,334
image_0372.jpg,0.879,110,302,148,335
image_0372.jpg,0.868,403,311,470,351
image_0372.jpg,0.867,38,357,131,398
image_0372.jpg,0.865,242,383,338,452
image_0372.jpg,0.86,258,206,322,269
image_0381.jpg,0.956,249,287,322,366
image_0381.jpg,0.951,452,103,504,159
image_0381.jpg,0.951,364,344,455,408
image_0381.jpg,0.934,548,389,600,438
image_0381.jpg,0.927,55,250,131,323
image_0381.jpg,0.918,390,76,447,120
image_0381.jpg,0.911,326,52,370,93
image_0381.jpg,0.91,386,218,447,275
image_0381.jpg,0.888,536,253,622,307
image_0384.jpg,0.953,357,176,406,230
image_0384.jpg,0.93,312,325,380,397
image_0384.jpg,0.925,379,116,473,208
image_0384.jpg,0.919,510,60,561,112
image_0384.jpg,0.916,280,323,315,380
image_0384.jpg,0.915,475,330,550,402
image_0384.jpg,0.911,218,358,268,405
image_0384.jpg,0.91,531,209,579,252
image_0384.jpg,0.91,137,58,180,97
image_0384.jpg,0.876,464,39,536,75
image_0384.jpg,0.836,160,351,235,387
image_0384.jpg,0.816,480,113,528,159
image_0384.jpg,0.666,474,78,564,148
image_0391.jpg,0.938,216,144,273,204
image_0391.jpg,0.933,397,396,453,455
image_0391.jpg,0.933,379,116,413,169
image_0391.jpg,0.933,420,342,503,424
image_0391.jpg,0.923,126,369,211,444
image_0391.jpg,0.92,522,366,568,410
image_0391.jpg,0.918,179,259,233,308
image_0391.jpg,0.901,226,311,270,351
image_0391.jpg,0.886,235,252,290,290
image_0391.jpg,0.876,233,26,293,78
image_0391.jpg,0.849,232,348,263,377
image_0392.jpg,0.93,343,294,384,334
image_0392.jpg,0.93,418,406,462,459
image_0392.jpg,0.928,149,57,212,115
image_0392.jpg,0.928,128,156,206,238
image_0392.jpg,0.926,296,359,332,400
image_0392.jpg,0.917,549,76,596,121
image_0392.jpg,0.914,277,211,315,243
image_0392.jpg,0.908,215,77,266,122
image_0392.jpg,0.892,293,377,349,429
image_0392.jpg,0.885,207,190,256,237
image_0392.jpg,0.845,176,154,230,210
image_0392.jpg,0.582,188,171,251,233
image_0404.jpg,0.935,234,229,307,307
image_0404.jpg,0.923,92,219,146,261
image_0404.jpg,0.904,364,142,450,220
image_0404.jpg,0.837,408,150,515,173
image_0405.jpg,0.952,499,23,551,78
image_0405.jpg,0.937,103,254,141,313
image_0405.jpg,0.933,492,284,581,365
image_0405.jpg,0.927,517,364,562,414
image_0405.jpg,0.923,100,392,146,428
image_0405.jpg,0.918,393,286,458,343
image_0405.jpg,0.913,183,369,230,413
image_0405.jpg,0.913,71,315,128,352
image_0405.jpg,0.911,151,281,235,360
image_0405.jpg,0.906,353,351,398,384
image_0405.jpg,0.896,275,215,358,257
image_0405.jpg,0.894,580,164,639,199
image_0405.jpg,0.859,245,319,312,339
image_0406.jpg,0.951,136,338,208,414
image_0406.jpg,0.938,216,286,292,367
image_0406.jpg,0.935,542,298,576,335
image_0406.jpg,0.928,167,57,234,123
image_0406.jpg,0.923,552,209,593,247
image_0406.jpg,0.917,74,263,123,308
image_0406.jpg,0.909,498,58,537,93
image_0406.jpg,0.904,115,66,153,99
image_0406.jpg,0.883,308,111,382,148
image_0406.jpg,0.855,484,406,535,435
image_0406.jpg,0.854,18,343,93,390
image_0406.jpg,0.823,550,96,620,114
image_0407.jpg,0.958,65,112,118,167
image_0407.jpg,0.955,309,249,400,337
image_0407.jpg,0.933,503,319,554,373
image_0407.jpg,0.925,447,29,519,97
image_0407.jpg,0.921,353,385,406,433
image_0407.jpg,0.895,344,166,389,207
image_0407.jpg,0.885,201,194,249,232
image_0407.jpg,0.874,283,116,333,147
image_0407.jpg,0.864,176,350,234,385
image_0407.jpg,0.813,374,425,405,464
image_0408.jpg,0.95,501,183,533,222
image_0408.jpg,0.94,519,71,588,140
image_0408.jpg,0.928,232,249,287,304
image_0408.jpg,0.916,121,349,170,396
image_0408.jpg,0.908,198,82,243,124
image_0408.jpg,0.882,221,38,273,78
image_0408.jpg,0.879,75,183,121,215
image_0408.jpg,0.876,198,143,237,187
image_0408.jpg,0.585,233,287,280,329
image_0408.jpg,0.582,197,126,239,161
image_0409.jpg,0.93,339,324,416,398
image_0409.jpg,0.922,360,184,398,233
image_0409.jpg,0.911,93,230,149,267
image_0409.jpg,0.888,490,172,559,222
image_0409.jpg,0.838,386,369,428,406
image_0413.jpg,0.943,15,124,89,202
image_0413.jpg,0.941,200,319,289,405
image_0413.jpg,0.934,305,388,394,447
image_0413.jpg,0.93,288,242,378,328
image_0413.jpg,0.922,115,112,172,154
image_0413.jpg,0.914,204,276,257,318
image_0413.jpg,0.892,356,255,420,290
image_0413.jpg,0.881,429,292,467,327
image_0413.jpg,0.879,125,269,181,317
image_0413.jpg,0.874,364,376,417,421
image_0413.jpg,0.838,454,401,524,449
image_0413.jpg,0.811,345,351,391,392
image_0414.jpg,0.929,406,237,436,282
image_0414.jpg,0.919,285,325,339,375
image_0414.jpg,0.915,79,408,112,441
image_0414.jpg,0.874,514,414,566,437
image_0414.jpg,0.835,160,222,224,275
image_0419.jpg,0.948,410,358,485,430
image_0419.jpg,0.943,348,406,404,461
image_0419.jpg,0.937,459,293,517,353
image_0419.jpg,0.933,51,306,132,382
image_0419.jpg,0.925,222,43,296,114
image_0419.jpg,0.921,446,212,505,255
image_0419.jpg,0.904,139,173,177,211
image_0419.jpg,0.9,328,123,408,173
image_0419.jpg,0.861,334,253,400,285
image_0419.jpg,0.848,76,92,117,132
image_0419.jpg,0.793,113,343,162,375
image_0420.jpg,0.93,485,424,518,468
image_0420.jpg,0.926,375,91,452,165
image_0420.jpg,0.925,46,159,101,215
image_0420.jpg,0.921,461,360,502,400
image_0420.jpg,0.888,375,351,447,384
image_0420.jpg,0.877,467,47,524,74
image_0420.jpg,0.859,25,369,84,422
image_0420.jpg,0.821,52,374,97,401
image_0420.jpg,0.814,178,147,249,203
image_0421.jpg,0.945,557,53,608,100
image_0421.jpg,0.941,281,237,337,288
image_0421.jpg,0.934,414,98,474,158
image_0421.jpg,0.923,182,157,225,200
image_0421.jpg,0.923,465,29,520,81
image_0421.jpg,0.913,230,300,323,332
image_0421.jpg,0.909,477,211,529,250
image_0421.jpg,0.904,382,302,454,323
image_0421.jpg,0.852,432,179,483,229
image_0424.jpg,0.934,57,212,141,292
image_0424.jpg,0.933,20,333,91,410
image_0424.jpg,0.933,394,275,470,349
image_0424.jpg,0.92,492,141,543,190
image_0424.jpg,0.918,495,347,550,399
image_0424.jpg,0.918,54,56,135,135
image_0424.jpg,0.913,502,56,553,102
image_0424.jpg,0.905,459,72,533,150
image_0424.jpg,0.892,274,102,321,146
image_0424.jpg,0.891,446,317,503,372
image_0424.jpg,0.886,271,146,344,217
image_0424.jpg,0.866,490,417,592,436
image_0424.jpg,0.863,224,363,267,406
image_0424.jpg,0.815,286,145,327,186
image_0424.jpg,0.811,238,374,310,425
image_0424.jpg,0.773,472,371,513,416
image_0427.jpg,0.944,533,59,581,114
image_0427.jpg,0.939,26,77,95,139
image_0427.jpg,0.927,28,108,111,189
image_0427.jpg,0.912,450,264,500,302
image_0427.jpg,0.902,461,72,498,127
image_0427.jpg,0.9,472,52,524,100
image_0427.jpg,0.869,557,92,611,127
image_0430.jpg,0.945,269,133,323,190
image_0430.jpg,0.938,349,234,433,314
image_0430.jpg,0.935,55,289,107,345
image_0430.jpg,0.934,257,196,332,277
image_0430.jpg,0.924,577,405,614,459
image_0430.jpg,0.922,317,306,399,383
image_0430.jpg,0.918,521,169,589,242
image_0430.jpg,0.915,450,341,535,422
image_0430.jpg,0.913,359,161,405,203
image_0430.jpg,0.905,36,234,100,295
image_0430.jpg,0.904,441,66,484,107
image_0430.jpg,0.892,493,371,545,408
image_0433.jpg,0.937,521,298,576,350
image_0433.jpg,0.93,523,141,582,179
image_0433.jpg,0.92,201,233,252,285
image_0433.jpg,0.919,200,285,247,341
image_0433.jpg,0.914,400,63,468,128
image_0433.jpg,0.913,246,404,291,445
image_0433.jpg,0.894,151,337,248,421
image_0433.jpg,0.885,46,65,125,98
image_0433.jpg,0.848,158,308,207,357
image_0433.jpg,0.83,43,375,84,396
image_0433.jpg,0.792,531,276,573,319
image_0435.jpg,0.931,240,45,325,126
image_0435.jpg,0.922,346,165,383,222
image_0435.jpg,0.922,279,234,336,294
image_0435.jpg,0.91,176,74,212,130
image_0435.jpg,0.889,298,49,384,84
image_0435.jpg,0.846,57,191,129,266
image_0437.jpg,0.945,542,349,600,408
image_0437.jpg,0.94,203,77,282,153
image_0437.jpg,0.931,120,343,156,391
image_0437.jpg,0.926,403,104,443,150
image_0437.jpg,0.925,325,284,360,317
image_0437.jpg,0.921,473,260,530,307
image_0437.jpg,0.919,55,380,125,453
image_0437.jpg,0.903,149,234,188,271
